Comment,is_positive
"I bought hundreds of apps, but this one gotta be one of my favorites. It's so simple yet awesome. I love the material design as well. The updates are great, too, it's nice to see that the developer keeps improving this app.",1
City Bike Race Stunt 3D Bike race sucks,0
"Love this app Beautiful artwork in this excellent app. Absolutely loaded with information on a vast range of objects, keeps me occupied for hours . Accurate and easy to use. Good job. ",1
It's not letting  everyone verify root,0
I. Like I like the things in but I don't like. you have To pay for thing,0
STUPID It kept taking me off when I was playing do not get and I gave a galxy s5,0
"Auto focus not working Whenever I want to take a photo the camera doesn't want to focus by itself or even manually. I've tap the spot on the camera but nothing happened. Btw, the translation is worse than bing's.",0
Awful Why stupid ads I wear glasses and had problems with the app getting smaller as levels progress. Make it bigger please and no ads then I may re install it,0
"It works but... Every time I try to use the attack button it freezes, other than that it is a very great game.",1
Rubbish This game would be ok if you could play it and the game did not play for you had it 4 min and got rid of it sort it out,0
Very good service,1
It does what it claims App states no real laser. You dummies 1 starring THIS APP cuz your feelings are hurt NEED TO READ BEFORE YOU INSTALL.,1
Word Search Good fast paced game,1
"What a rip off I can't even play this game at all and too many ads, please fix",0
Great but... Why don't you put the update on the installing part instead of two different parts,1
Great tool This is truly a great tool for making your way around NYC and Manhattan in particular,1
waste quotes are too unmature n childish. waste of time. If you like it for hindi you can easily type using hindi font.,0
Great app. Has stopped dowloading info recently on galaxy s4,0
You don't get all of the stulf Bad bad bad bad bad bad,0
Black screen note 4 Trying to play on samsung note 4 and even after 3 updates it still goes to a black screen after the initial loading screen. Great game if it's meant to test your anger and frustration.,0
Omggs Love this App soo good I am on level 458 on novice,1
Nice Different  challenging,1
Less than 40 mangas I couldn't even read attack on titan or any other mangas I like. There was only 37 different mangas available I didn't know any of them,0
Is ok...,1
Game takes too long to find another rider to race.works fine when just practicing. Decided to change to 1 star waiting 10 minutes for a rider to race and nothing obviously not many people playing this game.,0
Crashes Won't even let me play. Farthest I got was picking which turtle I want to use. Please fix and I'll change my rating.,0
So many adds While using this app on my phone i am getting so many add and they are so irritating and also they are irrelivant..can you guys work on it and remove just to make this app a better app to use.,0
"Confirmed HTC m8 After several tries, this one did the trick. Grats to the dev, well worth the 2.80",1
Best one so far,1
Good for gk,0
My little girl loves this app,1
maribel Powerboth Racing I love this games coz you can learn from them,1
Great app for iracers So much better than the old one. Worth every penny.,1
Looks to simple. Don't be fooled. Kinda easy then BAM It was tragic when I needed to use a clue. Can't put it down.,1
Loved it Supar,1
The best status app,1
Why only 500 downloads Is gr8 m8 I r8 8 out of 8.,1
It is a great game with many good cars and if you can update to have the new cars from 2013 to 2015,1
"Orb flicken MTG like card game with twists and turns Love it, after the tutorial enter Renfrole for goodies",1
Took for ever It took for ever to install,0
Don't download boss Save u r data and time,0
Waste of money Dont work at all,0
What if This is a great game for all ages,1
Can't win know matted what. I'm  not crazy enough to buy fake money just so I can lose it.,0
Good but... My screen keeps going black and crashing,1
Amazing I'm thankful for this app because it brought me back to my roots which is art I stopped drawing for a while now I'm back to doing more than just drawing because of this app thank you,1
Poor Quality The app works better on my friends iPhone but on my droid it is poor quality videos. As well as the lip sync doesn't even work.,0
Stupid Stupid intelligence,0
Fix Doesn't let me throw a ball in the right place sometimes it goes on the other side even though I touch a specific side Please fix any bugs this game has,0
One thing I don't think you'd get electrocuted if the TOAST touched the toaster soooo...,1
It's ok It's a nice app,1
Whenevr my oystercard touched my mobile phone it automatically read my card. Now it does not do that anymore. Why,0
Great for wasting 10mins. Any chance of a FNA wagon set please.,1
Battle City This brings my chilhood back thank you...,1
"CRASHES CONSTANTLY OVER AN OVER Please fix this major bug. Been a member for over 5 years an now its crap, Was a 4 star great app. But last couple months just keeps crashing over an over.",0
